發票年月,縣市,縣市代號,行業別,載具類別,電子發票張數,電子發票金額
2016/1/1,臺中市,B,其他製造業,使用載具,745,936468
2016/1/1,臺中市,B,傳播及節目播送業,使用載具,231257,275011480
2016/1/1,臺中市,B,個人及家庭用品維修業,使用載具,60,52536
2016/1/1,臺中市,B,住宿服務業,使用載具,2,5600
2016/1/1,臺中市,B,企業總管理機構及管理顧問業,使用載具,6,3364
2016/1/1,臺中市,B,不動產開發業,使用載具,275,178190
2016/1/1,臺中市,B,不動產經營及相關服務業,使用載具,410,770516
2016/1/1,高雄市,E,餐飲業,無載具,2201874,404039681
2016/1/1,高雄市,E,飲料製造業,無載具,252,263731
2016/1/1,高雄市,E,食品製造業,無載具,78066,54506632
2016/1/1,高雄市,E,電腦系統設計服務業,無載具,2916,9750446
2016/1/1,高雄市,E,電力設備製造業,無載具,313,270153
2016/1/1,高雄市,E,電力及燃氣供應業,無載具,953,1172771
2016/1/1,高雄市,E,電信業,無載具,60303,364443207
2016/1/1,高雄市,E,零售業,無載具,38266975,12152970540
2016/1/1,高雄市,E,陸上運輸業,無載具,42165,8196001
2016/1/1,高雄市,E,金屬製品製造業,無載具,35,167751
2016/1/1,高雄市,E,醫療保健服務業,無載具,4892,8620922
2016/1/1,高雄市,E,郵政及快遞業,無載具,30537,12452135
2016/1/1,高雄市,E,運輸輔助業,無載具,15604,4388732
2016/1/1,高雄市,E,運動、娛樂及休閒服務業,無載具,38107,28666148
2016/1/1,高雄市,E,農、牧業,無載具,2533,2554293
2016/1/1,高雄市,E,資料處理及資訊供應服務業,無載具,3,70650
2016/1/1,高雄市,E,證券期貨及其他金融業,無載具,115,2671778
2016/1/1,高雄市,E,航空運輸業,無載具,2623,3182108
2016/1/1,高雄市,E,租賃業,無載具,1958,7871773
2016/1/1,高雄市,E,機械設備製造業,無載具,3088,13822307
2016/1/1,高雄市,E,教育服務業,無載具,564,1304917
2016/1/1,高雄市,E,批發業,無載具,1155946,896147887
2016/1/1,高雄市,E,成衣及服飾品製造業,無載具,600,1340052
2016/1/1,高雄市,E,影片服務、聲音錄製及音樂出版業,無載具,30838,6400391
2016/1/1,高雄市,E,建築物及綠化服務業,無載具,5158,397090
2016/1/1,高雄市,E,建築、工程服務及技術檢測、分析服務業,無載具,30291,12219131
2016/1/1,高雄市,E,專門設計服務業,無載具,26,1866214
2016/1/1,高雄市,E,專門營造業,無載具,316,425456
2016/1/1,高雄市,E,基本金屬製造業,無載具,1372,1376041
2016/1/1,高雄市,E,土木工程業,無載具,13,793207
2016/1/1,高雄市,E,其他製造業,無載具,538,2100215
2016/1/1,高雄市,E,其他專業、科學及技術服務業,無載具,4,5862
2016/1/1,高雄市,E,傳播及節目播送業,無載具,8520,14552344
2016/1/1,高雄市,E,個人及家庭用品維修業,無載具,8150,64793594
2016/1/1,高雄市,E,倉儲業,無載具,52,811398
2016/1/1,高雄市,E,住宿服務業,無載具,6669,27061831
2016/1/1,高雄市,E,企業總管理機構及管理顧問業,無載具,117,365228
2016/1/1,高雄市,E,人力仲介及供應業,無載具,662,89720
2016/1/1,高雄市,E,不動產開發業,無載具,21254,9649052
2016/1/1,高雄市,E,不動產經營及相關服務業,無載具,21548,10010282
2016/1/1,臺北市,A,餐飲業,無載具,6193869,1573048624
2016/1/1,臺北市,A,飲料製造業,無載具,7097,8370713
2016/1/1,臺北市,A,食品製造業,無載具,200944,209228475
2016/1/1,臺北市,A,電腦系統設計服務業,無載具,27554,225806664
2016/1/1,臺北市,A,電腦、電子產品及光學製品製造業,無載具,117,732143
2016/1/1,臺北市,A,電子零組件製造業,無載具,280,5533780
2016/1/1,臺北市,A,電力設備製造業,無載具,23,104877
2016/1/1,臺北市,A,電力及燃氣供應業,無載具,2301,19592482
2016/1/1,臺北市,A,電信業,無載具,431852,2098101734
2016/1/1,臺北市,A,零售業,無載具,55272731,19603610325
2016/1/1,臺北市,A,陸上運輸業,無載具,185942,20879269
2016/1/1,臺北市,A,金融中介業,無載具,1350,116312098
2016/1/1,臺北市,A,金屬製品製造業,無載具,8,19010
2016/1/1,臺北市,A,郵政及快遞業,無載具,12146,5479679
2016/1/1,臺北市,A,運輸輔助業,無載具,279927,209664521
2016/1/1,臺北市,A,運動、娛樂及休閒服務業,無載具,182863,311363658
2016/1/1,臺北市,A,農、牧業,無載具,394,270005
2016/1/1,臺北市,A,資料處理及資訊供應服務業,無載具,771324,1291180289
2016/1/1,臺北市,A,證券期貨及其他金融業,無載具,152829,131821055
2016/1/1,臺北市,A,航空運輸業,無載具,9901,107973960
2016/1/1,臺北市,A,租賃業,無載具,6260,26395954
2016/1/1,臺北市,A,研究發展服務業,無載具,973,23850476
2016/1/1,臺北市,A,石油及煤製品製造業,無載具,99983,37315123
2016/1/1,臺北市,A,汽車及其零件製造業,無載具,986,3285496
2016/1/1,臺北市,A,污染整治業,無載具,55328,19591011
2016/1/1,臺北市,A,機械設備製造業,無載具,289,3527538
2016/1/1,臺北市,A,業務及辦公室支援服務業,無載具,462,2442100
2016/1/1,臺北市,A,未分類其他服務業,無載具,12769,59192630
2016/1/1,臺北市,A,旅行及相關代訂服務業,無載具,19,151387
2016/1/1,臺北市,A,教育服務業,無載具,6007,36125343
2016/1/1,臺北市,A,批發業,無載具,3749243,6143393500
2016/1/1,臺北市,A,成衣及服飾品製造業,無載具,125,239508
2016/1/1,臺北市,A,影片服務、聲音錄製及音樂出版業,無載具,434696,772110871
2016/1/1,臺北市,A,建築物及綠化服務業,無載具,150,672950
2016/1/1,臺北市,A,建築、工程服務及技術檢測、分析服務業,無載具,1899,20244688
2016/1/1,臺北市,A,廣告業及市場研究業,無載具,7782,48439401
2016/1/1,臺北市,A,廢棄物清除、處理及資源回收業,無載具,168827,56826669
2016/1/1,臺北市,A,專門設計服務業,無載具,672,3990666
2016/1/1,臺北市,A,專門營造業,無載具,7911,27306674
2016/1/1,臺北市,A,宗教、職業及類似組織,無載具,289,2776507
2016/1/1,臺北市,A,土木工程業,無載具,2407,8165508
2016/1/1,臺北市,A,印刷及資料儲存媒體複製業,無載具,1173,1074094
2016/1/1,臺北市,A,化學材料製造業,無載具,1503,2063474
2016/1/1,臺北市,A,創作及藝術表演業,無載具,943,1766622
2016/1/1,臺北市,A,出版業,無載具,62709,216980094
2016/1/1,臺北市,A,其他社會工作服務業,無載具,2958,150230
2016/1/1,臺北市,A,其他專業、科學及技術服務業,無載具,168,1621035
2016/1/1,臺北市,A,傳播及節目播送業,無載具,10848,481078799
2016/1/1,臺北市,A,個人及家庭用品維修業,無載具,10551,99503369
2016/1/1,臺北市,A,倉儲業,無載具,10233,12859658
2016/1/1,臺北市,A,保險業,無載具,769,398599824
2016/1/1,臺北市,A,住宿服務業,無載具,29615,159396364
2016/1/1,臺北市,A,企業總管理機構及管理顧問業,無載具,44486,85054272
2016/1/1,臺北市,A,人力仲介及供應業,無載具,189,177675
2016/1/1,臺北市,A,不動產開發業,無載具,1291413,2166018349
2016/1/1,臺北市,A,不動產經營及相關服務業,無載具,22149,66092360
2016/1/1,澎湖縣,X,餐飲業,無載具,29568,4718583
2016/1/1,澎湖縣,X,電力設備製造業,無載具,37,10977
2016/1/1,澎湖縣,X,電力及燃氣供應業,無載具,22,5811
2016/1/1,澎湖縣,X,電信業,無載具,2036,8579009
2016/1/1,澎湖縣,X,零售業,無載具,871554,186748753
2016/1/1,澎湖縣,X,陸上運輸業,無載具,3594,2058533
2016/1/1,澎湖縣,X,航空運輸業,無載具,4293,1318861
2016/1/1,澎湖縣,X,石油及天然氣礦業,無載具,3241,607928
2016/1/1,澎湖縣,X,批發業,無載具,3452,1557312
2016/1/1,澎湖縣,X,個人及家庭用品維修業,無載具,91,154049
2016/1/1,澎湖縣,X,住宿服務業,無載具,600,7530758
2016/1/1,臺東縣,V,餐飲業,無載具,79041,22271115
2016/1/1,臺東縣,V,食品製造業,無載具,37,201265
2016/1/1,臺東縣,V,電腦、電子產品及光學製品製造業,無載具,319,889865
2016/1/1,臺東縣,V,電力及燃氣供應業,無載具,40,18100
2016/1/1,臺東縣,V,電信業,無載具,3119,22584431
2016/1/1,臺東縣,V,零售業,無載具,2285424,471591605
2016/1/1,臺東縣,V,郵政及快遞業,無載具,13815,6461816
2016/1/1,臺東縣,V,運動、娛樂及休閒服務業,無載具,2043,4455677
2016/1/1,臺東縣,V,航空運輸業,無載具,298,78041
2016/1/1,臺東縣,V,租賃業,無載具,492,1753715
2016/1/1,臺東縣,V,研究發展服務業,無載具,4119,6847363
2016/1/1,臺東縣,V,批發業,無載具,368912,932563266
2016/1/1,臺東縣,V,成衣及服飾品製造業,無載具,266,532913
2016/1/1,臺東縣,V,廣告業及市場研究業,無載具,121,537650
2016/1/1,臺東縣,V,倉儲業,無載具,41529,18846542
2016/1/1,臺東縣,V,住宿服務業,無載具,3842,15287725
2016/1/1,臺東縣,V,不動產經營及相關服務業,無載具,5977,3493383
2016/1/1,屏東縣,T,餐飲業,無載具,324163,52121991
2016/1/1,屏東縣,T,飲料製造業,無載具,5545,10073553
2016/1/1,屏東縣,T,食品製造業,無載具,1848,110410112
2016/1/1,屏東縣,T,電力及燃氣供應業,無載具,35619,7189250
2016/1/1,屏東縣,T,電信業,無載具,13039,58352900
2016/1/1,屏東縣,T,零售業,無載具,8732079,2217276700
2016/1/1,屏東縣,T,陸上運輸業,無載具,12912,4947127
2016/1/1,屏東縣,T,郵政及快遞業,無載具,3586,1791958
2016/1/1,屏東縣,T,農、牧業,無載具,37,16138
2016/1/1,屏東縣,T,研究發展服務業,無載具,40,12803660
2016/1/1,屏東縣,T,石油及煤製品製造業,無載具,64556,20522286
2016/1/1,屏東縣,T,未分類其他服務業,無載具,272,1042750
2016/1/1,屏東縣,T,批發業,無載具,95372,75032805
2016/1/1,屏東縣,T,土木工程業,無載具,16048,1514434
2016/1/1,屏東縣,T,化學製品製造業,無載具,240,5988796
2016/1/1,屏東縣,T,個人及家庭用品維修業,無載具,17526,28372068
2016/1/1,屏東縣,T,住宿服務業,無載具,405,1224107
2016/1/1,屏東縣,T,不動產經營及相關服務業,無載具,15253,3657229
2016/1/1,嘉義縣,Q,餐飲業,無載具,156643,21007850
2016/1/1,嘉義縣,Q,食品製造業,無載具,7347,4298416
2016/1/1,嘉義縣,Q,非金屬礦物製品製造業,無載具,2,8571
2016/1/1,嘉義縣,Q,電信業,無載具,1053,2819780
2016/1/1,嘉義縣,Q,零售業,無載具,4164060,934256483
2016/1/1,嘉義縣,Q,陸上運輸業,無載具,9887,2504390
2016/1/1,嘉義縣,Q,金融中介業,無載具,133,33090
2016/1/1,嘉義縣,Q,運動、娛樂及休閒服務業,無載具,429,93140
2016/1/1,嘉義縣,Q,航空運輸業,無載具,1086,267745
2016/1/1,嘉義縣,Q,租賃業,無載具,267,733006
2016/1/1,嘉義縣,Q,批發業,無載具,14287,42387618
2016/1/1,嘉義縣,Q,傳播及節目播送業,無載具,15287,44826584
2016/1/1,嘉義縣,Q,住宿服務業,無載具,1092,8152912
2016/1/1,嘉義市,I,餐飲業,無載具,503642,178457658
2016/1/1,嘉義市,I,電力設備製造業,無載具,26,13214
2016/1/1,嘉義市,I,電信業,無載具,12043,71035599
2016/1/1,嘉義市,I,零售業,無載具,3910423,1394010688
2016/1/1,嘉義市,I,陸上運輸業,無載具,3026,628395
2016/1/1,嘉義市,I,郵政及快遞業,無載具,4971,2135112
2016/1/1,嘉義市,I,運輸輔助業,無載具,11094,701630
2016/1/1,嘉義市,I,運動、娛樂及休閒服務業,無載具,4289,7073639
2016/1/1,嘉義市,I,租賃業,無載具,145,701167
2016/1/1,嘉義市,I,教育服務業,無載具,150,287298
2016/1/1,嘉義市,I,批發業,無載具,90249,116149175
2016/1/1,嘉義市,I,影片服務、聲音錄製及音樂出版業,無載具,1744,213940
2016/1/1,嘉義市,I,廣告業及市場研究業,無載具,848,27348805
2016/1/1,嘉義市,I,專門設計服務業,無載具,8376,15810164
2016/1/1,嘉義市,I,傳播及節目播送業,無載具,27702,78345012
2016/1/1,嘉義市,I,個人及家庭用品維修業,無載具,729,775600
2016/1/1,嘉義市,I,住宿服務業,無載具,42,88479
2016/1/1,臺南市,D,餐飲業,無載具,2589833,325527747
2016/1/1,臺南市,D,飲料製造業,無載具,6076,9711488
2016/1/1,臺南市,D,食品製造業,無載具,50998,713821641
2016/1/1,臺南市,D,電腦系統設計服務業,無載具,953,3297996
2016/1/1,臺南市,D,電力設備製造業,無載具,1,214389
2016/1/1,臺南市,D,電力及燃氣供應業,無載具,1329,7218495
2016/1/1,臺南市,D,電信業,無載具,38876,161893756
2016/1/1,臺南市,D,零售業,無載具,26209962,7445269974
2016/1/1,臺南市,D,陸上運輸業,無載具,32276,8334691
2016/1/1,臺南市,D,醫療保健服務業,無載具,371,491095
2016/1/1,臺南市,D,郵政及快遞業,無載具,10663,3705187
2016/1/1,臺南市,D,運輸輔助業,無載具,13173,1998356
2016/1/1,臺南市,D,運動、娛樂及休閒服務業,無載具,13970,35302415
2016/1/1,臺南市,D,農、牧業,無載具,139,4171460
2016/1/1,臺南市,D,資料處理及資訊供應服務業,無載具,5868,1160349
2016/1/1,臺南市,D,航空運輸業,無載具,3209,863057
2016/1/1,臺南市,D,紡織業,無載具,1300,2759693
2016/1/1,臺南市,D,租賃業,無載具,1253,4090970
2016/1/1,臺南市,D,批發業,無載具,1052319,1041698659
2016/1/1,臺南市,D,成衣及服飾品製造業,無載具,19,14017
2016/1/1,臺南市,D,影片服務、聲音錄製及音樂出版業,無載具,22309,5484237
2016/1/1,臺南市,D,廣告業及市場研究業,無載具,2,606340
2016/1/1,臺南市,D,印刷及資料儲存媒體複製業,無載具,28,236080
2016/1/1,臺南市,D,化學製品製造業,無載具,426,2628079
2016/1/1,臺南市,D,其他製造業,無載具,3834,7924793
2016/1/1,臺南市,D,傳播及節目播送業,無載具,3990,6147857
2016/1/1,臺南市,D,個人及家庭用品維修業,無載具,42829,31363373
2016/1/1,臺南市,D,住宿服務業,無載具,14479,69061398
2016/1/1,臺南市,D,企業總管理機構及管理顧問業,無載具,14,132450
2016/1/1,臺南市,D,人力仲介及供應業,無載具,41728,4117989
2016/1/1,臺南市,D,不動產經營及相關服務業,無載具,77599,11224413
2016/1/1,連江縣,Z,電力及燃氣供應業,無載具,6,1950
2016/1/1,連江縣,Z,電信業,無載具,500,2480198
2016/1/1,連江縣,Z,零售業,無載具,113757,16747971
2016/1/1,連江縣,Z,航空運輸業,無載具,1700,1140634
2016/1/1,金門縣,W,餐飲業,無載具,17049,3869222
2016/1/1,金門縣,W,食品製造業,無載具,92,151180
2016/1/1,金門縣,W,電力及燃氣供應業,無載具,1,500
2016/1/1,金門縣,W,電信業,無載具,1957,9375542
2016/1/1,金門縣,W,零售業,無載具,621226,221791779
2016/1/1,金門縣,W,資料處理及資訊供應服務業,無載具,2937,1708105
2016/1/1,金門縣,W,航空運輸業,無載具,6752,3812526
2016/1/1,金門縣,W,租賃業,無載具,917,1789953
2016/1/1,金門縣,W,批發業,無載具,29261,28649281
2016/1/1,金門縣,W,住宿服務業,無載具,632,1808000
2016/1/1,花蓮縣,U,餐飲業,無載具,63827,13321298
2016/1/1,花蓮縣,U,飲料製造業,無載具,5232,6775757
2016/1/1,花蓮縣,U,食品製造業,無載具,8469,3929476
2016/1/1,花蓮縣,U,電力及燃氣供應業,無載具,112,95337
2016/1/1,花蓮縣,U,電信業,無載具,9094,30160627
2016/1/1,花蓮縣,U,零售業,無載具,3949590,1121516388
2016/1/1,花蓮縣,U,陸上運輸業,無載具,11100,3325719
2016/1/1,花蓮縣,U,運輸輔助業,無載具,5375,1212951
2016/1/1,花蓮縣,U,運動、娛樂及休閒服務業,無載具,6532,13539154
2016/1/1,花蓮縣,U,租賃業,無載具,727,2287665
2016/1/1,花蓮縣,U,石油及煤製品製造業,無載具,27841,10544824
2016/1/1,花蓮縣,U,批發業,無載具,39341,41857066
2016/1/1,花蓮縣,U,個人及家庭用品維修業,無載具,1253,6661715
2016/1/1,花蓮縣,U,不動產經營及相關服務業,無載具,40170,9043782
2016/1/1,新竹市,O,餐飲業,無載具,659333,98754550
2016/1/1,新竹市,O,食品製造業,無載具,148674,36325966
2016/1/1,新竹市,O,電腦系統設計服務業,無載具,16,714255
2016/1/1,新竹市,O,電子零組件製造業,無載具,353,971373
2016/1/1,新竹市,O,電力設備製造業,無載具,31,143200
2016/1/1,新竹市,O,電信業,無載具,17400,79751422
2016/1/1,新竹市,O,零售業,無載具,9403984,3773038499
2016/1/1,新竹市,O,陸上運輸業,無載具,3709,943764
2016/1/1,新竹市,O,郵政及快遞業,無載具,7835,2748859
2016/1/1,新竹市,O,運輸輔助業,無載具,562,24370
2016/1/1,新竹市,O,運動、娛樂及休閒服務業,無載具,10581,34972714
2016/1/1,新竹市,O,資料處理及資訊供應服務業,無載具,2057,9419894
2016/1/1,新竹市,O,租賃業,無載具,658,3356682
2016/1/1,新竹市,O,石油及煤製品製造業,無載具,212970,71500470
2016/1/1,新竹市,O,業務及辦公室支援服務業,無載具,440,166394
2016/1/1,新竹市,O,未分類其他服務業,無載具,10685,2387965
2016/1/1,新竹市,O,批發業,無載具,157108,105324156
2016/1/1,新竹市,O,影片服務、聲音錄製及音樂出版業,無載具,47173,9579807
2016/1/1,新竹市,O,專門設計服務業,無載具,44384,81675290
2016/1/1,新竹市,O,傳播及節目播送業,無載具,11,11795
2016/1/1,新竹市,O,個人及家庭用品維修業,無載具,548,3579819
2016/1/1,新竹市,O,倉儲業,無載具,22,203424
2016/1/1,新竹市,O,住宿服務業,無載具,11704,1890049
2016/1/1,新竹市,O,不動產經營及相關服務業,無載具,133,705400
2016/1/1,新竹縣,J,餐飲業,無載具,260777,78006941
2016/1/1,新竹縣,J,食品製造業,無載具,35342,11157910
2016/1/1,新竹縣,J,電腦、電子產品及光學製品製造業,無載具,1964,106516792
2016/1/1,新竹縣,J,電信業,無載具,7166,26419117
2016/1/1,新竹縣,J,零售業,無載具,7866219,1680317382
